3.2	[NNS]	scores	reviews	2.0,2.0,4.0,4.0,4.0
2.8	[IN]	install	fit	2.0,2.0,3.0,3.0,4.0
4.6	[ADJP]	worst case	worst possible	4.0,4.0,5.0,5.0,5.0
1.8	[S]	let 's move out .	come along .	1.0,1.0,2.0,2.0,3.0
2.4	[NP]	these elections	polling stations	1.0,2.0,2.0,3.0,4.0
1.6	[UH]	thankful	-really	1.0,1.0,1.0,2.0,3.0
3.8	[WHADVP]	- so where	- then where	3.0,3.0,4.0,4.0,5.0
4.2	[SBARQ]	what 's the move ?	what do we do now ?	3.0,4.0,4.0,5.0,5.0
1.5	[NP]	any value	the soundness	1.0,1.0,2.0,2.0
4.0	[SBARQ]	what the !	- what happened ?	3.0,3.0,4.0,5.0,5.0
1.6	[PDT]	examine	receive	1.0,1.0,1.0,2.0,3.0
4.6	[FRAG]	thank you , yes .	yeah , thanks .	4.0,4.0,5.0,5.0,5.0
4.8	[S]	i am ...	i 'm -	4.0,5.0,5.0,5.0,5.0
1.2	[VBG]	assuring	seeking	1.0,1.0,1.0,1.0,2.0
3.2	[RB]	transcript	travistranscript	2.0,3.0,3.0,4.0,4.0
1.0	[RB]	synchro	t	1.0,1.0,1.0,1.0,1.0
4.2	[NP]	the new premises	the new facility	3.0,4.0,4.0,5.0,5.0
2.6	[S]	let 's move out .	off we go .	1.0,2.0,3.0,3.0,4.0
2.8	[VBG]	spreading	deepening	2.0,2.0,3.0,3.0,4.0
3.2	[SINV]	well , what is that ?	hey , what 's this ?	2.0,3.0,3.0,4.0,4.0
3.0	[JJS]	proudest	grandest	2.0,3.0,3.0,3.0,4.0
2.0	[JJ]	well-qualified	appropriate	1.0,2.0,2.0,3.0
2.6	[INTJ]	no , stop !	hey !	1.0,2.0,3.0,3.0,4.0
1.6	[NNP]	nb	-rrb-	1.0,1.0,1.0,1.0,4.0
1.6	[IN]	though	as	1.0,1.0,1.0,1.0,4.0
1.6	[VB]	wrest	restart	1.0,1.0,1.0,2.0,3.0
1.5	[NNS]	scores	accruals	1.0,1.0,1.0,3.0
1.8	[ADVP]	pp. 541-599	pp. 198-199	1.0,1.0,2.0,2.0,3.0
4.2	[WHPP]	onto which	to which	4.0,4.0,4.0,4.0,5.0
3.4	[SQ]	do you go	're you boys heading	1.0,3.0,4.0,4.0,5.0
3.2	[UCP]	home and abroad	chinese and foreign	2.0,3.0,3.0,4.0,4.0
3.0	[WHADJP]	how delicious	how lovely	2.0,2.0,3.0,4.0,4.0
3.2	[NP]	its word	the term	1.0,3.0,3.0,4.0,5.0
3.8	[VBZ]	steers	directs	1.0,4.0,4.0,5.0,5.0
1.5	[VB]	scout	kiddo	1.0,1.0,2.0,2.0
2.8	[VBP]	pasa	go	1.0,1.0,3.0,4.0,5.0
2.8	[RB]	staunchly	squarely	1.0,3.0,3.0,3.0,4.0
1.6	[SQ]	are ya , margie	are you , slut	1.0,1.0,1.0,2.0,3.0
3.0	[PP]	in the community	in the workplace	1.0,3.0,3.0,3.0,5.0
4.4	[WHADVP]	how the hell	how on earth	3.0,4.0,5.0,5.0,5.0
2.2	[VP]	see what 's happening	know what i 'm talking about	1.0,1.0,2.0,3.0,4.0
3.0	[NP]	states signatories	high contracting parties	2.0,3.0,3.0,3.0,4.0
1.8	[WHNP]	how much money	what kind	1.0,2.0,2.0,2.0,2.0
4.0	[VBZ]	amplifies	accelerates	3.0,3.0,4.0,5.0,5.0
3.4	[ADJP]	really serious	serious about	2.0,3.0,4.0,4.0,4.0
1.4	[SBAR]	what , mom	what your problem is	1.0,1.0,1.0,2.0,2.0
2.6	[PP]	in canada	across this country	2.0,2.0,2.0,3.0,4.0
2.2	[VBZ]	amalgamates	engages	1.0,2.0,2.0,3.0,3.0
2.0	[WHADJP]	how big	how glad	1.0,1.0,2.0,2.0,4.0
1.2	[NN]	haughtiness	morgue	1.0,1.0,1.0,1.0,2.0
3.0	[NNPS]	returnees	repatriates	1.0,2.0,2.0,5.0,5.0
4.6	[NN]	fervor	excitement	4.0,4.0,5.0,5.0,5.0
2.0	[NNS]	brokers	courtiers	1.0,2.0,2.0,2.0,3.0
3.2	[NNS]	schemas	structures	2.0,3.0,3.0,4.0,4.0
1.0	[VP]	make a hole	check him	1.0,1.0,1.0,1.0,1.0
3.33333333333	[VP]	just listen	're listening	3.0,3.0,4.0
1.0	[TOP]	thailand	-lsb- original : english -rsb-	1.0,1.0,1.0,1.0,1.0
4.2	[NP]	that principle	the policy	3.0,4.0,4.0,5.0,5.0
2.6	[FRAG]	- which ?	- what man ?	2.0,2.0,3.0,3.0,3.0
4.0	[ADJP]	wicked	very bad	2.0,4.0,4.0,5.0,5.0
1.2	[OOV]	other	non	1.0,1.0,1.0,1.0,2.0
2.0	[ADVP]	previously on stargate atlantis	previously on the tudors	1.0,1.0,2.0,3.0,3.0
3.6	[WRB]	sample	example	1.0,4.0,4.0,4.0,5.0
2.8	[CC]	insert	disclose	2.0,2.0,3.0,3.0,4.0
1.8	[VBG]	appointing	getting	1.0,1.0,2.0,2.0,3.0
3.0	[JJ]	uncivilised	dirty	1.0,3.0,3.0,4.0,4.0
3.5	[S]	you say that	you think that	3.0,3.0,4.0,4.0
4.8	[WHADVP]	just why	precisely why	4.0,5.0,5.0,5.0,5.0
4.8	[UCP]	65 years and over	65 or older	4.0,5.0,5.0,5.0,5.0
2.0	[FRAG]	-is that right ?	- would you ?	1.0,2.0,2.0,2.0,3.0
3.0	[PP]	in the community	into the european community	2.0,3.0,3.0,3.0,4.0
3.2	[WHPP]	within the framework of which	in which	2.0,3.0,3.0,4.0,4.0
3.2	[SINV]	can i	can i get	1.0,3.0,4.0,4.0,4.0
3.5	[VP]	cease to exist	to go away	3.0,3.0,4.0,4.0
3.5	[PP]	in the household	of family	3.0,3.0,3.0,5.0
4.4	[X]	increased in the	seen an increase	4.0,4.0,4.0,5.0,5.0
2.8	[WHPP]	per which	under which	2.0,2.0,3.0,3.0,4.0
4.0	[PP]	on education	of teaching	3.0,4.0,4.0,4.0,5.0
3.6	[WHADVP]	exactly why	therefore why	2.0,3.0,4.0,4.0,5.0
1.8	[S]	we do n't	they 're wrong	1.0,1.0,2.0,2.0,3.0
3.4	[VBZ]	explains	emphasises	2.0,3.0,3.0,4.0,5.0
2.2	[WRB]	however	well	1.0,2.0,2.0,2.0,4.0
2.0	[X]	control officer	management team	1.0,2.0,2.0,2.0,3.0
2.0	[PRN]	-lrb- see fig . 1 -rrb-	-lrb- see figure vii -rrb-	1.0,2.0,3.0
1.8	[VBN]	impeded	reversed	1.0,1.0,2.0,2.0,3.0
3.2	[NP]	states signatories	contracting parties	2.0,3.0,3.0,4.0,4.0
2.6	[WHPP]	above which	by which	1.0,2.0,3.0,3.0,4.0
2.4	[WHADJP]	how glad	how much	1.0,2.0,3.0,3.0,3.0
1.6	[JJR]	safer	wider	1.0,1.0,1.0,2.0,3.0
2.6	[WHPP]	towards which	about which	1.0,2.0,3.0,3.0,4.0
3.0	[CD]	80.00	70-80	2.0,2.0,3.0,4.0,4.0
3.8	[NNPS]	duties	work	2.0,4.0,4.0,4.0,5.0
3.4	[UCP]	that bad ?	that much ?	3.0,3.0,3.0,4.0,4.0
3.6	[FRAG]	right away , len .	right away .	3.0,3.0,4.0,4.0,4.0
2.6	[VBG]	reoccupying	capturing	1.0,2.0,3.0,3.0,4.0
4.0	[VBP]	looksat	look	2.0,4.0,4.0,5.0,5.0
1.4	[VBZ]	rotates	whip	1.0,1.0,1.0,1.0,3.0
1.8	[TOP]	thailand	republic of	1.0,1.0,2.0,2.0,3.0
3.2	[VB]	guard	protective	1.0,3.0,3.0,4.0,5.0
1.2	[RB]	din	legally	1.0,1.0,1.0,1.0,2.0
1.8	[VP]	get the fuck out of here	's outside	1.0,1.0,2.0,2.0,3.0
2.2	[FRAG]	9 ibid . , para .	15 ibid . , para .	1.0,1.0,2.0,3.0,4.0
3.0	[WHNP]	what movie	which one	1.0,2.0,3.0,4.0,5.0
1.6	[$]	$	assistance	1.0,1.0,1.0,2.0,3.0
2.2	[VBG]	quitting	finalizing	1.0,2.0,2.0,3.0,3.0
1.8	[VB]	waiver	exercise	1.0,1.0,1.0,3.0,3.0
1.2	[NNPS]	fundings	conclusions	1.0,1.0,1.0,1.0,2.0
1.0	[MD]	must	amount	1.0,1.0,1.0,1.0,1.0
4.8	[VP]	is listening	'm all ears	4.0,5.0,5.0,5.0,5.0
1.0	[MD]	wo	n	1.0,1.0,1.0,1.0,1.0
4.4	[UH]	vampire	vampires	4.0,4.0,4.0,5.0,5.0
1.5	[VBN]	unparalleled	precedents	1.0,1.0,2.0,2.0
1.2	[NN]	correctly	book	1.0,1.0,1.0,1.0,2.0
4.0	[VBN]	oppressed	persecution	2.0,4.0,4.0,5.0,5.0
1.4	[VBN]	neglected	no	1.0,1.0,1.0,1.0,3.0
3.6	[S]	catch you later .	i 'm outta here .	2.0,4.0,4.0,4.0,4.0
4.0	[JJS]	stupidest	lamest	3.0,3.0,4.0,5.0,5.0
3.25	[PP]	for two days	for a couple of days	2.0,3.0,3.0,5.0
2.8	[VP]	go with him	get the fuck outta here	1.0,2.0,3.0,4.0,4.0
2.4	[WHNP]	which of you	which lady	1.0,2.0,3.0,3.0,3.0
1.2	[VBN]	convicted	lapsed	1.0,1.0,1.0,1.0,2.0
3.2	[WHPP]	to which end	for which	3.0,3.0,3.0,3.0,4.0
4.0	[NAC]	section 4	article 4	3.0,4.0,4.0,5.0
4.0	[SBARQ]	why 's that ?	so why is this happening ?	3.0,4.0,5.0
2.4	[X]	why 'd	n't see why	2.0,2.0,2.0,3.0,3.0
3.0	[NNP]	sedirout	sedirot	1.0,2.0,3.0,4.0,5.0
1.2	[VBZ]	ignores	turns	1.0,1.0,1.0,1.0,2.0
3.4	[RB]	majorly	exceedingly	3.0,3.0,3.0,4.0,4.0
1.4	[MD]	should	issue	1.0,1.0,1.0,2.0,2.0
2.6	[VBZ]	supercedes	succeeds	2.0,2.0,3.0,3.0,3.0
1.8	[JJS]	steepest	fondest	1.0,1.0,1.0,3.0,3.0
1.4	[TOP]	slovakia	republic of korea	1.0,1.0,1.0,1.0,3.0
4.6	[SBAR]	than initially anticipated	than intended	4.0,4.0,5.0,5.0,5.0
4.8	[S]	-sorry i 'm late .	sorry i 'm late .	4.0,5.0,5.0,5.0,5.0
1.4	[JJS]	tastiest	funniest	1.0,1.0,1.0,2.0,2.0
1.75	[RB]	tuesday	here	1.0,1.0,2.0,3.0
1.8	[WHADJP]	how hard	how long	1.0,1.0,2.0,2.0,3.0
2.6	[NN]	dross	residue	1.0,1.0,1.0,5.0,5.0
3.8	[VBN]	labeled	flagged	3.0,3.0,4.0,4.0,5.0
4.6	[QP]	about 3 000	around 3,000	4.0,4.0,5.0,5.0,5.0
4.25	[UCP]	national and regional	regional and country	4.0,4.0,4.0,5.0
1.6	[VBP]	apply	carry	1.0,1.0,1.0,2.0,3.0
2.25	[VBP]	alter	replace	1.0,2.0,2.0,4.0
2.6	[PP]	to them	to women	2.0,2.0,3.0,3.0,3.0
4.4	[WHADVP]	how soon	exactly when	4.0,4.0,4.0,5.0,5.0
1.2	[ADJP]	so safe	sure it will	1.0,1.0,1.0,1.0,2.0
3.0	[SBARQ]	what are they exactly ?	who 's that ?	1.0,2.0,3.0,4.0,5.0
1.2	[PRP]	itself	enlargement	1.0,1.0,1.0,1.0,2.0
3.0	[WHADVP]	so where	just where	2.0,2.0,3.0,4.0,4.0
2.4	[VBZ]	adopting	makes	1.0,1.0,3.0,3.0,4.0
4.2	[VBZ]	pledges	pledge	4.0,4.0,4.0,4.0,5.0
2.4	[PP]	by the policy	in politics	2.0,2.0,2.0,3.0,3.0
1.6	[LST]	ii .	2 -rrb-	1.0,1.0,1.0,2.0,3.0
1.0	[VBG]	hauling	see	1.0,1.0,1.0,1.0,1.0
4.0	[NNPS]	communications	communicators	2.0,4.0,4.0,5.0,5.0
4.5	[VP]	stop moving	be still	4.0,4.0,5.0,5.0
3.4	[VBP]	hypothesize	believe	2.0,3.0,4.0,4.0,4.0
3.6	[VB]	sacrifice	discard	2.0,3.0,3.0,5.0,5.0
2.4	[VBZ]	upends	reverts	1.0,1.0,2.0,3.0,5.0
1.6	[VBP]	attempt	purport	1.0,1.0,2.0,2.0,2.0
3.8	[VBG]	reaffirming	reinstating	3.0,3.0,4.0,4.0,5.0
2.0	[VBZ]	implicates	prescribes	1.0,1.0,2.0,3.0,3.0
2.0	[NNS]	vials	pods	1.0,1.0,2.0,3.0,3.0
3.6	[SBARQ]	what the !	why is that ?	2.0,3.0,3.0,5.0,5.0
1.8	[ADVP]	especially not	more importantly	1.0,1.0,2.0,2.0,3.0
3.0	[WHPP]	with which	towards which	2.0,3.0,3.0,3.0,4.0
2.2	[JJR]	better	warmer	1.0,2.0,2.0,3.0,3.0
1.0	[NN]	company	designation	1.0,1.0,1.0,1.0,1.0
1.8	[MD]	could	amend	1.0,1.0,1.0,2.0,4.0
2.5	[LST]	146 .	164 .	1.0,1.0,4.0,4.0
3.6	[VBG]	co-organising	organising	3.0,3.0,4.0,4.0,4.0
3.4	[ADJP]	more impressive	pretty awesome	2.0,3.0,3.0,4.0,5.0
1.8	[LS]	239	319	1.0,1.0,2.0,2.0,3.0
1.0	[NNP]	no.19	nn	1.0,1.0,1.0,1.0,1.0
4.0	[SBARQ]	what then	what now	3.0,4.0,4.0,4.0,5.0
4.4	[INTJ]	er yes	y- yes	3.0,4.0,5.0,5.0,5.0
4.2	[NN]	seamen	crewmen	2.0,4.0,5.0,5.0,5.0
4.2	[S]	- that 's nice .	that 's fine .	3.0,4.0,4.0,5.0,5.0
4.2	[S]	- you see ?	you know what i mean ?	3.0,3.0,5.0,5.0,5.0
2.8	[VP]	be funded	be covered	2.0,2.0,2.0,3.0,5.0
2.0	[VBZ]	implicates	covers	1.0,2.0,2.0,2.0,3.0
2.0	[QP]	about 5	about 50	1.0,2.0,2.0,2.0,3.0
1.2	[SBARQ]	what 's it say ?	anyone ?	1.0,1.0,1.0,1.0,2.0
3.6	[UH]	brilliant	incredible	2.0,3.0,4.0,4.0,5.0
4.0	[PP]	with this matter	on these matters	3.0,3.0,4.0,5.0,5.0
2.6	[VBG]	insuring	sustaining	2.0,2.0,3.0,3.0,3.0
4.4	[INTJ]	score !	goal !	3.0,4.0,5.0,5.0,5.0
3.6	[VBG]	assuring	proving	1.0,3.0,4.0,5.0,5.0
3.2	[NP]	a crucial factor	a basic element	2.0,3.0,3.0,3.0,5.0
4.0	[SINV]	wait , what is this ?	well , what 's this ?	3.0,4.0,4.0,4.0,5.0
3.8	[VBP]	afflict	hurt	3.0,3.0,4.0,4.0,5.0
2.4	[JJR]	sharper	grater	2.0,2.0,2.0,3.0,3.0
1.8	[VBZ]	bends	considers	1.0,1.0,2.0,2.0,3.0
2.2	[SBARQ]	what 's wrong with that ?	what about them ?	1.0,2.0,2.0,3.0,3.0
2.6	[S]	let 's move out .	we 're on .	2.0,2.0,3.0,3.0,3.0
4.2	[SQ]	there , see ?	see here ?	3.0,4.0,4.0,5.0,5.0
2.2	[JJR]	larger	tougher	1.0,2.0,2.0,3.0,3.0
4.2	[VBD]	eclipsed	covered	4.0,4.0,4.0,4.0,5.0
2.4	[JJ]	life-saving	paramount	1.0,2.0,2.0,3.0,4.0
2.8	[X]	autonomy to	home rule	1.0,2.0,3.0,3.0,5.0
3.75	[SINV]	and so did i.	so would l .	3.0,4.0,4.0,4.0
3.4	[X]	delineation of	' positions	2.0,3.0,3.0,4.0,5.0
2.0	[S]	we do n't	that is not true	1.0,1.0,2.0,3.0,3.0
2.0	[NP]	these paragraphs	the arrangement	1.0,1.0,2.0,3.0,3.0
4.2	[S]	- you see ?	- you know ?	3.0,4.0,4.0,5.0,5.0
2.0	[JJS]	surest	happiest	1.0,1.0,1.0,2.0,5.0
3.0	[SBARQ]	- what 's going on ?	- what , sir ?	2.0,2.0,3.0,4.0,4.0
1.6	[VP]	go with him	to go there	1.0,1.0,1.0,2.0,3.0
1.0	[PP]	in canada	from the	1.0,1.0,1.0,1.0,1.0
2.0	[NP]	any record	a publication	1.0,1.0,2.0,3.0,3.0
3.6	[SBARQ]	what can it be ?	what the fuck is that ?	2.0,3.0,4.0,4.0,5.0
2.6	[NN]	consuming	absorption	1.0,2.0,3.0,3.0,4.0
4.2	[WHPP]	in the course of which	through which	3.0,4.0,4.0,5.0,5.0
2.4	[VBD]	expalined	expounded	1.0,1.0,2.0,4.0,4.0
1.4	[INTJ]	- well	yes , ma 'am	1.0,1.0,1.0,1.0,3.0
1.2	[VBZ]	steers	owns	1.0,1.0,1.0,1.0,2.0
1.2	[NNP]	wc	tc	1.0,1.0,1.0,1.0,2.0
1.6	[PDT]	both	such	1.0,1.0,1.0,2.0,3.0
3.2	[VP]	to report	to be announced	2.0,3.0,3.0,4.0,4.0
1.2	[MD]	sha	'd	1.0,1.0,1.0,1.0,2.0
1.8	[RB]	n'tt	't	1.0,1.0,1.0,3.0,3.0
1.8	[WHADJP]	how hard	how big	1.0,1.0,2.0,2.0,3.0
1.6	[IN]	despite	per	1.0,1.0,1.0,2.0,3.0
4.0	[PP]	of these activities	in these operations	3.0,4.0,4.0,4.0,5.0
3.0	[SQ]	are you talking	do you speak of	1.0,3.0,3.0,3.0,5.0
4.6	[SQ]	is this true ?	is that correct ?	3.0,5.0,5.0,5.0,5.0
1.0	[MD]	'd	might	1.0,1.0,1.0,1.0,1.0
4.8	[NP]	the us embassy	the u.s. embassy	4.0,5.0,5.0,5.0,5.0
2.4	[VBG]	drafting	training	1.0,1.0,2.0,3.0,5.0
1.0	[MD]	ca	-	1.0,1.0,1.0,1.0,1.0
4.8	[ADJP]	perfectly understandable	completely understandable	4.0,5.0,5.0,5.0,5.0
2.0	[VBP]	advise	guess	1.0,1.0,2.0,3.0,3.0
2.2	[VB]	liketo	iike	1.0,1.0,1.0,3.0,5.0
3.8	[VP]	ai n't here	was n't home	2.0,4.0,4.0,4.0,5.0
3.2	[VBZ]	parallels	encompasses	3.0,3.0,3.0,3.0,4.0
2.0	[VBZ]	ignores	transcends	1.0,1.0,2.0,3.0,3.0
2.0	[RB]	preferably	ever	1.0,1.0,2.0,2.0,4.0
1.2	[X]	and hate	, and the	1.0,1.0,1.0,1.0,2.0
3.0	[VBG]	drafting	preprocessing	1.0,3.0,3.0,4.0,4.0
1.4	[NN]	haughtiness	hegemony	1.0,1.0,1.0,1.0,3.0
5.0	[VBZ]	implicates	blames	5.0,5.0,5.0,5.0
3.2	[WDT]	whatever	what	3.0,3.0,3.0,3.0,4.0
3.0	[NNS]	iterations	changes	1.0,2.0,3.0,4.0,5.0
2.8	[NP]	an interaction	the connection	2.0,2.0,3.0,3.0,4.0
2.2	[VBZ]	explains	captures	1.0,1.0,2.0,3.0,4.0
4.4	[FRAG]	-hang on .	- just a minute .	4.0,4.0,4.0,5.0,5.0
2.5	[ADJP]	wicked	just terrific	1.0,2.0,3.0,4.0
3.0	[NNP]	telescope	binoculars	1.0,3.0,3.0,4.0,4.0
3.0	[INTJ]	81st plenary meeting	86th plenary meeting	1.0,2.0,3.0,4.0,5.0
1.0	[NNP]	cgap	hru	1.0,1.0,1.0,1.0,1.0
1.0	[RB]	stlrllng	go	1.0,1.0,1.0,1.0,1.0
1.8	[S]	it 's serious	it 's good	1.0,1.0,2.0,2.0,3.0
2.6	[VP]	is proven	be seen	1.0,2.0,2.0,3.0,5.0
2.4	[VBG]	deriving	gain	1.0,2.0,2.0,3.0,4.0
1.2	[FRAG]	just now .	- what up ?	1.0,1.0,1.0,1.0,2.0
4.2	[PP]	on education	in the field of education	4.0,4.0,4.0,4.0,5.0
2.6	[VBZ]	pledges	involves	1.0,2.0,2.0,3.0,5.0
2.6	[JJS]	surest	finest	1.0,2.0,3.0,3.0,4.0
4.6	[SQ]	can i help you with	can i help you with something	4.0,4.0,5.0,5.0,5.0
4.2	[SBAR]	in order to achieve that	in order to do this	3.0,4.0,4.0,5.0,5.0
2.2	[JJS]	tastiest	nicest	1.0,2.0,2.0,3.0,3.0
3.4	[NP]	any value	their values	3.0,3.0,3.0,4.0,4.0
3.8	[VBD]	vacated	moved	2.0,4.0,4.0,4.0,5.0
3.4	[NNPS]	groupes	clusters	3.0,3.0,3.0,3.0,5.0
4.0	[FRAG]	- oh , of course .	yeah , sure .	3.0,4.0,4.0,4.0,5.0
3.6	[ADVP]	5.3 furthermore	3.3 furthermore	3.0,3.0,4.0,4.0,4.0
4.6	[ADJP]	so sure	quite confident	4.0,4.0,5.0,5.0,5.0
2.8	[VP]	to rectify the situation	to do so	1.0,2.0,3.0,4.0,4.0
2.2	[VBN]	impeded	hit	1.0,2.0,2.0,3.0,3.0
3.6	[SBARQ]	what are they exactly ?	what are these ?	3.0,3.0,3.0,4.0,5.0
1.2	[WHNP]	what scene	what the heck	1.0,1.0,1.0,1.0,2.0
2.2	[VBD]	outnumbered	sank	1.0,1.0,2.0,3.0,4.0
2.2	[PRP]	theirs	himself	1.0,1.0,2.0,3.0,4.0
1.6	[NNS]	round-tables	colloquies	1.0,1.0,1.0,2.0,3.0
1.6	[JJS]	steepest	biggest	1.0,1.0,2.0,2.0,2.0
2.6	[NNS]	sub-claims	facets	1.0,1.0,3.0,4.0,4.0
2.2	[MD]	wantsto	gonna	1.0,2.0,2.0,3.0,3.0
2.2	[LST]	63 .	6 .	1.0,2.0,2.0,3.0,3.0
1.0	[MD]	wo	hide	1.0,1.0,1.0,1.0,1.0
1.6	[SQ]	is this true ?	am i ?	1.0,1.0,1.0,1.0,4.0
1.0	[NNP]	hayashi	lam	1.0,1.0,1.0,1.0
2.0	[LS]	53	45	1.0,1.0,2.0,2.0,4.0
5.0	[INTJ]	yes . !	yeah . !	5.0,5.0,5.0,5.0,5.0
2.4	[JJS]	bestest	sweetest	1.0,2.0,2.0,3.0,4.0
1.0	[CC]	&	layout	1.0,1.0,1.0,1.0,1.0
1.2	[SQ]	'd you do with it	has it gone , tommy	1.0,1.0,1.0,1.0,2.0
1.0	[RP]	about	back	1.0,1.0,1.0,1.0,1.0
1.0	[MD]	might	timetable	1.0,1.0,1.0,1.0,1.0
3.0	[VB]	bypass	neglect	1.0,1.0,3.0,5.0,5.0
1.6	[TOP]	mali	equatorial guinea	1.0,1.0,1.0,2.0,3.0
